WKT,fid,osmid,y,x,street_count,highway,ref
"POINT (-81.866224 26.523403)",1969,98104107,26.523403,-81.866224,4,,
"POINT (-81.866216 26.522878)",1970,98104110,26.522878,-81.866216,1,,
"POINT (-81.9110969 26.4276028)",2030,98105248,26.4276028,-81.9110969,1,,
"POINT (-81.910741 26.427893)",2031,98105250,26.427893,-81.910741,4,,
"POINT (-81.909955 26.428561)",2032,98105254,26.428561,-81.909955,3,,
"POINT (-81.867965 26.523387)",2075,98107798,26.523387,-81.867965,3,,
"POINT (-81.867983 26.524181)",2076,98107800,26.524181,-81.867983,1,,
"POINT (-81.9061308 26.5211128)",2098,98108459,26.5211128,-81.9061308,1,turning_loop,
"POINT (-81.905551 26.521036)",2099,98108474,26.521036,-81.905551,3,,
"POINT (-81.911239 26.505242)",2104,98108500,26.505242,-81.911239,4,,
"POINT (-81.911236 26.50513)",2105,98108543,26.50513,-81.911236,4,,
"POINT (-81.9067296 26.5218253)",2117,98108670,26.5218253,-81.9067296,3,,
"POINT (-81.906856 26.521392)",2118,98108674,26.521392,-81.906856,3,,
"POINT (-81.9078538 26.5250785)",2119,98108680,26.5250785,-81.9078538,3,,
"POINT (-81.9082122 26.5252527)",2120,98108682,26.5252527,-81.9082122,4,,
"POINT (-81.908436 26.525357)",2121,98108684,26.525357,-81.908436,4,,
"POINT (-81.909241 26.525536)",2122,98108691,26.525536,-81.909241,3,,
"POINT (-81.9095856 26.5255166)",2123,98108697,26.5255166,-81.9095856,3,,
"POINT (-81.9100413 26.5253892)",2124,98108701,26.5253892,-81.9100413,2,,
"POINT (-81.9102349 26.5252834)",2125,98108712,26.5252834,-81.9102349,2,,
"POINT (-81.910863 26.524595)",2126,98108718,26.524595,-81.910863,3,,
"POINT (-81.906083 26.523625)",2127,98108760,26.523625,-81.906083,4,,
"POINT (-81.9076577 26.5249813)",2128,98108784,26.5249813,-81.9076577,3,,
"POINT (-81.9077014 26.5251223)",2129,98108788,26.5251223,-81.9077014,3,,
"POINT (-81.889523 26.52568)",2146,98109541,26.52568,-81.889523,3,,
"POINT (-81.888247 26.525691)",2147,98109576,26.525691,-81.888247,3,,
"POINT (-81.9101215 26.5291201)",2222,98112342,26.5291201,-81.9101215,3,,
"POINT (-81.865049 26.521845)",2239,98113096,26.521845,-81.865049,3,,
"POINT (-81.86503 26.521188)",2240,98113098,26.521188,-81.86503,1,,
"POINT (-81.865044 26.521955)",2241,98113104,26.521955,-81.865044,3,,
"POINT (-81.865053 26.52248)",2242,98113106,26.52248,-81.865053,1,,
"POINT (-81.910403 26.496499)",2244,98113802,26.496499,-81.910403,4,,
"POINT (-81.906085 26.500687)",2245,98113953,26.500687,-81.906085,3,,
"POINT (-81.903097 26.495859)",2246,98114003,26.495859,-81.903097,3,,
"POINT (-81.902951 26.494559)",2247,98114016,26.494559,-81.902951,3,,
"POINT (-81.90389 26.489562)",2248,98114066,26.489562,-81.90389,3,,
"POINT (-81.906094 26.5021)",2249,98114087,26.5021,-81.906094,3,,
"POINT (-81.9171325 26.5161007)",2373,98119510,26.5161007,-81.9171325,3,,
"POINT (-81.9171677 26.5168224)",2374,98119526,26.5168224,-81.9171677,3,,
"POINT (-81.8711822 26.5316202)",2375,98119551,26.5316202,-81.8711822,4,,
"POINT (-81.8708682 26.5316219)",2376,98119553,26.5316219,-81.8708682,4,,
"POINT (-81.903186 26.420623)",2492,98124288,26.420623,-81.903186,3,,
"POINT (-81.899233 26.423503)",2493,98124294,26.423503,-81.899233,1,,
"POINT (-81.92342 26.4382)",2506,98125738,26.4382,-81.92342,4,,
"POINT (-81.91514 26.529059)",2507,98125742,26.529059,-81.91514,3,,
"POINT (-81.9137022 26.5281793)",2508,98125753,26.5281793,-81.9137022,1,turning_loop,
"POINT (-81.893039 26.511087)",2547,98128390,26.511087,-81.893039,3,,
"POINT (-81.894633 26.511066)",2548,98128392,26.511066,-81.894633,1,turning_circle,
"POINT (-81.918062 26.434305)",2552,98128527,26.434305,-81.918062,3,,
"POINT (-81.917225 26.435303)",2553,98128539,26.435303,-81.917225,3,,
"POINT (-81.916457 26.434768)",2554,98128546,26.434768,-81.916457,3,,
"POINT (-81.913153 26.434192)",2555,98128554,26.434192,-81.913153,3,,
"POINT (-81.910495 26.496435)",2573,98130153,26.496435,-81.910495,4,,
"POINT (-81.908702 26.493527)",2574,98130228,26.493527,-81.908702,4,,
"POINT (-81.907035 26.489572)",2575,98130270,26.489572,-81.907035,3,,
"POINT (-81.907017 26.487763)",2576,98130280,26.487763,-81.907017,3,,
"POINT (-81.902798 26.487528)",2577,98130292,26.487528,-81.902798,3,,
"POINT (-81.906367 26.487408)",2578,98130309,26.487408,-81.906367,3,,
"POINT (-81.864462 26.521851)",2628,98131703,26.521851,-81.864462,3,,
"POINT (-81.865621 26.521864)",2629,98131709,26.521864,-81.865621,3,,
"POINT (-81.866209 26.521973)",2630,98131718,26.521973,-81.866209,3,,
"POINT (-81.866791 26.521966)",2631,98131719,26.521966,-81.866791,3,,
"POINT (-81.867373 26.521961)",2632,98131721,26.521961,-81.867373,3,,
"POINT (-81.8696175 26.5220591)",2633,98131765,26.5220591,-81.8696175,4,traffic_signals,
"POINT (-81.8697066 26.5221942)",2634,98131800,26.5221942,-81.8697066,4,traffic_signals,
"POINT (-81.867362 26.522071)",2635,98131826,26.522071,-81.867362,3,,
"POINT (-81.866792 26.522078)",2636,98131829,26.522078,-81.866792,3,,
"POINT (-81.866207 26.522084)",2637,98131831,26.522084,-81.866207,3,,
"POINT (-81.86565 26.521989)",2638,98131842,26.521989,-81.86565,3,,
"POINT (-81.864464 26.521962)",2639,98131847,26.521962,-81.864464,3,,
"POINT (-81.895447 26.53116)",2687,98132991,26.53116,-81.895447,1,,
"POINT (-81.895429 26.528167)",2688,98133000,26.528167,-81.895429,3,,
"POINT (-81.901366 26.484944)",2702,98134594,26.484944,-81.901366,3,,
"POINT (-81.898843 26.485011)",2703,98134661,26.485011,-81.898843,3,,
"POINT (-81.902616 26.48441)",2722,98136499,26.48441,-81.902616,4,,
"POINT (-81.902198 26.484227)",2723,98136509,26.484227,-81.902198,3,,
"POINT (-81.90191 26.484125)",2724,98136514,26.484125,-81.90191,3,,
"POINT (-81.8990546 26.4834102)",2725,98136561,26.4834102,-81.8990546,3,,
"POINT (-81.90262 26.48431)",2726,98136574,26.48431,-81.90262,4,,
"POINT (-81.918998 26.524008)",2806,98137989,26.524008,-81.918998,1,,
"POINT (-81.898724 26.525983)",2919,98145609,26.525983,-81.898724,3,,
"POINT (-81.897294 26.526009)",2920,98145614,26.526009,-81.897294,3,,
"POINT (-81.897951 26.526956)",2921,98145775,26.526956,-81.897951,1,,
"POINT (-81.897285 26.526967)",2922,98145777,26.526967,-81.897285,3,,
"POINT (-81.917753 26.528758)",2952,98148625,26.528758,-81.917753,3,,
"POINT (-81.917497 26.528765)",2953,98148638,26.528765,-81.917497,3,,
"POINT (-81.884939 26.404842)",3030,98153412,26.404842,-81.884939,4,,
"POINT (-81.8845141 26.4078093)",3031,98153441,26.4078093,-81.8845141,1,turning_loop,
"POINT (-81.906366 26.4242508)",3087,98157371,26.4242508,-81.906366,3,,
"POINT (-81.9145101 26.5207708)",3111,98159361,26.5207708,-81.9145101,3,,
"POINT (-81.9145326 26.5220034)",3112,98159367,26.5220034,-81.9145326,3,,
"POINT (-81.9143691 26.5204037)",3113,98159374,26.5204037,-81.9143691,3,,
"POINT (-81.917187 26.5173337)",3136,98161330,26.5173337,-81.917187,3,,
"POINT (-81.9157524 26.5173413)",3137,98161331,26.5173413,-81.9157524,1,turning_loop,
"POINT (-81.8907744 26.5294806)",3140,98161524,26.5294806,-81.8907744,3,,
"POINT (-81.8909425 26.5298583)",3141,98161530,26.5298583,-81.8909425,3,,
"POINT (-81.892932 26.530554)",3142,98161550,26.530554,-81.892932,3,,
"POINT (-81.891011 26.530599)",3143,98161598,26.530599,-81.891011,3,,
"POINT (-81.890673 26.529516)",3144,98161618,26.529516,-81.890673,3,,
"POINT (-81.9149944 26.5217517)",3153,98162532,26.5217517,-81.9149944,1,,
"POINT (-81.9150065 26.522156)",3154,98162533,26.522156,-81.9150065,4,,
"POINT (-81.9150118 26.5226411)",3155,98162534,26.5226411,-81.9150118,1,,
"POINT (-81.899392 26.490986)",3177,98164656,26.490986,-81.899392,3,,
"POINT (-81.887127 26.405423)",3197,98166589,26.405423,-81.887127,1,,
"POINT (-81.887128 26.405889)",3198,98166591,26.405889,-81.887128,3,,
"POINT (-81.899428 26.496408)",3237,98168159,26.496408,-81.899428,3,,
"POINT (-81.900977 26.496375)",3238,98168161,26.496375,-81.900977,3,,
"POINT (-81.90538 26.527823)",3244,98168769,26.527823,-81.90538,3,,
"POINT (-81.90548 26.527664)",3245,98168784,26.527664,-81.90548,3,,
"POINT (-81.9227084 26.4376888)",3300,98170208,26.4376888,-81.9227084,3,,
"POINT (-81.918815 26.527066)",3301,98170391,26.527066,-81.918815,3,,
"POINT (-81.918973 26.52721)",3302,98170404,26.52721,-81.918973,3,,
"POINT (-81.9095563 26.5289028)",3365,98173523,26.5289028,-81.9095563,2,,
"POINT (-81.9093869 26.5288249)",3366,98173530,26.5288249,-81.9093869,2,,
"POINT (-81.8850999 26.5198526)",3373,98173925,26.5198526,-81.8850999,3,,
"POINT (-81.8953527 26.4846588)",3469,98181991,26.4846588,-81.8953527,3,,
"POINT (-81.8953676 26.4852944)",3470,98181993,26.4852944,-81.8953676,1,turning_loop,
"POINT (-81.868529 26.502062)",3524,98184098,26.502062,-81.868529,3,,
"POINT (-81.868803 26.500592)",3525,98184115,26.500592,-81.868803,3,,
"POINT (-81.868979 26.499592)",3526,98184130,26.499592,-81.868979,1,,
"POINT (-81.868624 26.50206)",3527,98184140,26.50206,-81.868624,3,,
"POINT (-81.8922646 26.4972076)",3554,98184704,26.4972076,-81.8922646,3,,
"POINT (-81.891753 26.4970476)",3555,98184705,26.4970476,-81.891753,1,turning_loop,
"POINT (-81.892141 26.500884)",3583,98186580,26.500884,-81.892141,3,,
"POINT (-81.89024 26.500548)",3584,98186595,26.500548,-81.89024,3,,
"POINT (-81.889064 26.496675)",3585,98186609,26.496675,-81.889064,1,turning_loop,
"POINT (-81.887568 26.529606)",3589,98187074,26.529606,-81.887568,3,,
"POINT (-81.890103 26.526898)",3590,98187186,26.526898,-81.890103,1,,
"POINT (-81.909143 26.523464)",3621,98189099,26.523464,-81.909143,3,,
"POINT (-81.908468 26.524932)",3622,98189151,26.524932,-81.908468,3,,
"POINT (-81.908669 26.524228)",3623,98189161,26.524228,-81.908669,3,,
"POINT (-81.869139 26.524168)",3667,98192633,26.524168,-81.869139,1,,
"POINT (-81.892296 26.532802)",3672,98193156,26.532802,-81.892296,1,,
"POINT (-81.90591 26.526996)",3713,98194453,26.526996,-81.90591,4,,
"POINT (-81.872804 26.502046)",3756,98195752,26.502046,-81.872804,3,,
"POINT (-81.870057 26.509234)",3757,98195874,26.509234,-81.870057,3,,
"POINT (-81.867715 26.513606)",3764,98197213,26.513606,-81.867715,3,,
"POINT (-81.8672305 26.5135037)",3765,98197220,26.5135037,-81.8672305,3,,
"POINT (-81.9064398 26.5271785)",3771,98197792,26.5271785,-81.9064398,1,turning_loop,
"POINT (-81.8830916 26.5188852)",3777,98197945,26.5188852,-81.8830916,4,turning_circle,
"POINT (-81.8829845 26.5187518)",3778,98197951,26.5187518,-81.8829845,3,,
"POINT (-81.88131 26.5173073)",3779,98197956,26.5173073,-81.88131,1,,
"POINT (-81.885106 26.520797)",3780,98197963,26.520797,-81.885106,4,traffic_signals,
"POINT (-81.8851144 26.5232772)",3781,98197970,26.5232772,-81.8851144,1,,
"POINT (-81.885104 26.520644)",3782,98197980,26.520644,-81.885104,4,traffic_signals,
"POINT (-81.902439 26.496761)",3851,98200308,26.496761,-81.902439,3,,
"POINT (-81.902422 26.495957)",3852,98200319,26.495957,-81.902422,3,,
"POINT (-81.8651598 26.5151656)",3866,98201406,26.5151656,-81.8651598,4,traffic_signals,
"POINT (-81.866835 26.515067)",3867,98201420,26.515067,-81.866835,3,,
"POINT (-81.870853 26.513577)",3868,98201443,26.513577,-81.870853,3,,
"POINT (-81.8652309 26.5152677)",3869,98201473,26.5152677,-81.8652309,4,traffic_signals,
"POINT (-81.912109 26.432351)",3916,98203979,26.432351,-81.912109,3,,
"POINT (-81.910293 26.432368)",3917,98203983,26.432368,-81.910293,1,,
"POINT (-81.9075482 26.5177407)",3976,98206072,26.5177407,-81.9075482,4,,
"POINT (-81.865075 26.524214)",3982,98206409,26.524214,-81.865075,1,,
"POINT (-81.865063 26.523415)",3983,98206411,26.523415,-81.865063,4,,
"POINT (-81.865056 26.522893)",3984,98206413,26.522893,-81.865056,1,,
"POINT (-81.8975349 26.4200771)",3985,98206415,26.4200771,-81.8975349,1,turning_loop,
"POINT (-81.8988 26.422587)",3986,98206428,26.422587,-81.8988,3,,
"POINT (-81.9127544 26.5321918)",3989,98206725,26.5321918,-81.9127544,1,turning_loop,
"POINT (-81.890157 26.515227)",4020,98209094,26.515227,-81.890157,3,,
"POINT (-81.864443 26.51996)",4108,98212461,26.51996,-81.864443,3,,
"POINT (-81.9070876 26.4237222)",4224,98218152,26.4237222,-81.9070876,1,,
"POINT (-81.9066806 26.4240156)",4225,98218157,26.4240156,-81.9066806,3,,
"POINT (-81.9051243 26.425102)",4226,98218165,26.425102,-81.9051243,3,,
"POINT (-81.9033952 26.426358)",4227,98218174,26.426358,-81.9033952,1,turning_circle,
"POINT (-81.907095 26.526644)",4232,98218527,26.526644,-81.907095,3,,
"POINT (-81.904612 26.530601)",4233,98218623,26.530601,-81.904612,3,,
"POINT (-81.90476 26.530724)",4234,98218626,26.530724,-81.90476,3,,
"POINT (-81.9065691 26.5305589)",4235,98218650,26.5305589,-81.9065691,3,,
"POINT (-81.907067 26.529229)",4236,98218662,26.529229,-81.907067,3,,
"POINT (-81.907314 26.52872)",4237,98218666,26.52872,-81.907314,3,,
"POINT (-81.90775 26.528045)",4238,98218673,26.528045,-81.90775,3,,
"POINT (-81.911373 26.511111)",4239,98218819,26.511111,-81.911373,4,traffic_signals,
"POINT (-81.912968 26.511071)",4240,98218826,26.511071,-81.912968,4,,
"POINT (-81.9113723 26.511244)",4241,98218850,26.511244,-81.9113723,4,traffic_signals,
"POINT (-81.863768 26.487106)",4264,98220405,26.487106,-81.863768,3,,
"POINT (-81.863755 26.486371)",4265,98220423,26.486371,-81.863755,3,,
"POINT (-81.8884934 26.5298046)",4317,98221775,26.5298046,-81.8884934,4,,
"POINT (-81.888797 26.531066)",4318,98221788,26.531066,-81.888797,1,,
"POINT (-81.9080307 26.5222536)",4344,98224480,26.5222536,-81.9080307,1,turning_loop,
"POINT (-81.908127 26.521238)",4345,98224496,26.521238,-81.908127,3,,
"POINT (-81.89673 26.527264)",4346,98225666,26.527264,-81.89673,1,,
"POINT (-81.870162 26.502039)",4360,98226462,26.502039,-81.870162,3,,
